2.893498513723187e+26 7.662082065783464e+44 7.340245574487692e+44 1.028911302698553e+45 3.774886223763391e+63 7.515608070000000e+08 1.135307327000000e+09 9.144413030000000e+08 1.450993132000000e+09 5.037849880000000e+08 1.793959800000000e+07 2.033097039000000e+09 2.980854040000000e+08 1.574109230000000e+08 1.140606750000000e+08 1.608961867000000e+09 3.613349160000000e+08 1.124812505000000e+09 1.746353024000000e+09 
1.921079266633773e+27 8.633887769439901e+45 5.747212046646505e+45 3.289393762263465e+45 3.081459929945480e+64 2.022258036000000e+09 2.137202436000000e+09 2.144810933000000e+09 1.497358668000000e+09 1.945033410000000e+08 1.545178737000000e+09 1.818097247000000e+09 1.801331960000000e+08 5.063860080000000e+08 6.421453600000000e+08 5.338853340000000e+08 1.990452970000000e+08 1.393706167000000e+09 1.669192661000000e+09 
9.869494519871877e+26 1.104592575182936e+45 4.064849135990957e+45 2.974511678638245e+45 1.347122840401364e+64 3.235794050000000e+08 1.288837121000000e+09 6.968897180000000e+08 1.932541272000000e+09 1.650172037000000e+09 1.821702223000000e+09 1.531410648000000e+09 9.562536070000000e+08 4.266564610000000e+08 2.396323180000000e+08 1.698864793000000e+09 3.799954300000000e+08 1.144067060000000e+08 1.688583581000000e+09 
1.673982089408726e+27 3.170970330307386e+45 1.306815731082044e+45 3.860827396887224e+45 7.965679127626745e+63 2.063220118000000e+09 2.814038140000000e+08 1.924524333000000e+09 4.496218040000000e+08 4.804491110000000e+08 1.170746852000000e+09 2.118814465000000e+09 1.593935711000000e+09 1.867962503000000e+09 2.144308466000000e+09 5.778782610000000e+08 3.033078970000000e+08 3.204042230000000e+08 1.866715383000000e+09 
7.002253202010670e+27 2.064013484157025e+46 4.249785592835666e+46 3.479638214295198e+46 2.458402342574031e+65 1.781737320000000e+08 1.101072652000000e+09 1.876504813000000e+09 1.877038525000000e+09 1.481068082000000e+09 1.990911519000000e+09 1.418138458000000e+09 1.858390798000000e+09 1.455193245000000e+09 1.153741732000000e+09 1.633408604000000e+09 5.900885700000000e+08 1.069478202000000e+09 1.914812418000000e+09 
7.168884305179555e+27 4.343529989735285e+46 3.776824518097167e+46 4.196693867186196e+46 3.539106886579683e+65 1.841713592000000e+09 1.258354962000000e+09 1.487255643000000e+09 2.721082050000000e+08 1.561662860000000e+09 1.807659866000000e+09 2.138823588000000e+09 4.143768270000000e+08 1.913121714000000e+09 1.360743713000000e+09 1.088793018000000e+09 1.402510561000000e+09 1.538917445000000e+09 4.238202200000000e+07 
1.476014562809605e+27 2.838015092962056e+45 2.962540095726973e+45 4.509703165045928e+45 1.259079587017940e+64 1.234357255000000e+09 2.826691960000000e+08 1.692868864000000e+09 7.202822110000000e+08 8.727577660000000e+08 6.148634180000000e+08 4.876109810000000e+08 1.239887022000000e+09 2.133963425000000e+09 7.353888620000000e+08 6.302794810000000e+08 1.476910602000000e+09 4.296188060000000e+08 1.888634444000000e+09 
3.665344365560884e+26 2.094896026207684e+45 1.748216124996561e+45 9.390634830943090e+44 1.135867243994381e+64 1.717190483000000e+09 2.424968810000000e+08 2.053810665000000e+09 6.584998530000000e+08 1.645007443000000e+09 1.445244462000000e+09 7.008818750000000e+08 6.290555220000000e+08 5.662331360000000e+08 7.684833200000000e+07 1.604015120000000e+09 1.105360268000000e+09 1.311205587000000e+09 1.886684316000000e+09 
3.502402478176178e+27 1.927601652432300e+46 8.897992185451546e+45 4.638504447553385e+45 6.741869394379570e+64 1.851845457000000e+09 1.252088680000000e+09 1.107003993000000e+09 3.346412900000000e+08 5.815156340000000e+08 1.536622799000000e+09 7.579208600000000e+07 1.398198231000000e+09 9.086616200000000e+07 1.378605742000000e+09 1.875057046000000e+09 7.839331140000000e+08 9.483125780000000e+08 2.117553928000000e+09 
1.670628959435740e+28 2.596478317476327e+46 1.360253785700319e+47 8.129223234384821e+46 7.717303257028508e+65 9.664959700000000e+07 5.542540810000000e+08 2.370589910000000e+08 1.700664717000000e+09 1.659614349000000e+09 1.548264578000000e+09 1.439865386000000e+09 1.628761850000000e+08 1.432268728000000e+09 2.051823821000000e+09 1.428485088000000e+09 1.803883859000000e+09 1.756185630000000e+09 5.330901200000000e+08 
4.245747446033983e+27 1.520870093221922e+46 1.074250477046483e+46 2.839342631208615e+46 1.357702813442125e+65 3.653203370000000e+08 2.434095170000000e+08 1.397741101000000e+09 9.289373500000000e+07 1.027342632000000e+09 1.985700310000000e+08 6.296401500000000e+07 1.717602763000000e+09 1.805382463000000e+09 1.678041738000000e+09 1.705623709000000e+09 1.965593122000000e+09 1.774691335000000e+09 1.123941420000000e+08 
1.412283194960929e+27 4.912488247203833e+45 2.785293168551640e+45 3.901644546714869e+45 1.667980938621503e+64 1.934884677000000e+09 8.882181230000000e+08 5.245943160000000e+08 1.215886117000000e+09 5.446183340000000e+08 1.332962980000000e+08 1.748976237000000e+09 1.308022538000000e+09 7.663957000000000e+07 7.160983430000000e+08 1.460565893000000e+09 9.577492900000000e+07 1.081418680000000e+09 1.703975410000000e+09 
3.254176603334038e+27 4.657843271801847e+45 6.633066419150465e+45 1.289662116604453e+46 3.564894285827775e+64 1.539535100000000e+08 1.349984877000000e+09 7.678345220000000e+08 1.859577219000000e+09 1.168094351000000e+09 3.950422090000000e+08 1.971971361000000e+09 1.223262816000000e+09 1.722914614000000e+09 1.596496205000000e+09 6.792122110000000e+08 1.956851090000000e+08 1.383897235000000e+09 1.567430334000000e+09 
3.636034158191383e+27 1.916922591484684e+46 1.821049307152415e+46 6.738066106750701e+45 1.023756629546797e+65 1.272587558000000e+09 9.302152940000000e+08 7.698906370000000e+08 5.856698030000000e+08 1.025990223000000e+09 1.851309318000000e+09 1.421615660000000e+08 3.720226060000000e+08 8.781380860000000e+08 7.259959600000000e+08 2.064108669000000e+09 2.115414517000000e+09 8.799494700000000e+08 1.266609898000000e+09 
3.889806802809512e+27 1.222738054258996e+46 9.611565520980136e+45 1.776208023390972e+46 7.164655588172973e+64 1.510483418000000e+09 7.062385670000000e+08 2.013026960000000e+09 4.221198200000000e+07 9.019236770000000e+08 1.249440547000000e+09 1.609642316000000e+09 1.622203102000000e+09 1.701740252000000e+09 1.574207337000000e+09 3.282951780000000e+08 1.755532546000000e+09 6.993112470000000e+08 1.258510472000000e+09 
6.377488368182705e+27 1.374431213727702e+46 2.054683355634130e+46 3.972958685335510e+46 1.716599412223697e+65 5.090396540000000e+08 9.599032910000000e+08 5.654929000000000e+06 4.256646750000000e+08 9.278341610000000e+08 8.856044000000000e+08 1.692274573000000e+09 1.663599552000000e+09 1.477647441000000e+09 1.979495175000000e+09 6.469235050000000e+08 1.894178196000000e+09 1.342494946000000e+09 1.353162073000000e+09 
3.655048019826792e+27 7.210748038748651e+45 1.022810151813427e+46 5.058073712665033e+45 2.492348344509096e+64 1.729805204000000e+09 4.159350120000000e+08 2.735892850000000e+08 2.058100382000000e+09 2.398391000000000e+07 9.729005330000000e+08 1.169127206000000e+09 4.019234460000000e+08 1.103979360000000e+08 1.306144254000000e+09 4.836886510000000e+08 1.537540553000000e+09 1.815183908000000e+09 1.443591943000000e+09 
6.057691893822316e+27 4.620342842520821e+46 1.985967241505815e+46 2.737203837476787e+46 2.705974427991175e+65 1.887542008000000e+09 1.758963676000000e+09 1.617651036000000e+09 3.869818660000000e+08 1.505658224000000e+09 8.126623340000000e+08 1.740143939000000e+09 1.117896085000000e+09 4.988561400000000e+07 1.847746041000000e+09 1.979574494000000e+09 8.967512100000000e+08 1.430067597000000e+09 2.480258580000000e+08 
2.603633387325974e+27 4.427201394736276e+45 1.000321784523061e+46 6.004454675368390e+45 2.990397114955885e+64 6.739332150000000e+08 1.061553170000000e+08 1.668472144000000e+09 1.157621866000000e+09 1.643695870000000e+09 1.336172404000000e+09 4.537301610000000e+08 1.039407704000000e+09 1.429537339000000e+09 6.776726170000000e+08 1.320723939000000e+09 1.067693200000000e+09 4.177309780000000e+08 9.322039670000000e+08 
3.929914436442834e+27 1.335363248944789e+46 8.773129862402120e+45 1.412828660240204e+46 5.787604258595162e+64 1.408274629000000e+09 1.400408536000000e+09 9.763552800000000e+07 1.240365475000000e+09 1.496760980000000e+08 1.527703125000000e+09 1.488391333000000e+09 1.320016594000000e+09 7.209038090000000e+08 1.760401102000000e+09 1.315773975000000e+09 1.083231700000000e+09 2.868506690000000e+08 1.421929292000000e+09 
8.142157901924728e+26 5.838886783351780e+45 3.219935864074698e+45 6.716122560660349e+45 5.500193509277972e+64 1.957549219000000e+09 1.222446292000000e+09 4.283916670000000e+08 1.130789510000000e+09 1.426558440000000e+08 8.461226450000000e+08 2.062993477000000e+09 6.805164320000000e+08 1.650835489000000e+09 2.058883720000000e+08 2.031039354000000e+09 2.048208624000000e+09 1.614163001000000e+09 1.283964242000000e+09 
1.780553907805549e+28 8.104579656368001e+46 1.499324005141030e+47 1.177273849842894e+47 1.204902666852808e+66 6.061732870000000e+08 9.948379100000000e+07 1.808353616000000e+09 1.921947263000000e+09 1.182715491000000e+09 2.095204286000000e+09 1.196392907000000e+09 1.786935687000000e+09 1.392193174000000e+09 2.114534422000000e+09 1.579844640000000e+09 1.142912223000000e+09 1.924599993000000e+09 6.548072850000000e+08 
7.927505949364120e+27 3.627560793678803e+46 3.253443881321416e+46 2.650209449835860e+46 1.940566473571084e+65 1.477979562000000e+09 1.920778376000000e+09 1.029304056000000e+09 1.361535268000000e+09 1.821503352000000e+09 4.959834100000000e+08 4.980158630000000e+08 1.819863856000000e+09 1.203028238000000e+09 1.931656204000000e+09 1.198443838000000e+09 1.250980752000000e+09 3.903458430000000e+08 1.297927629000000e+09 
2.167014741989397e+27 5.019136857580529e+45 5.477972221637384e+45 1.943134981823345e+45 1.360758809596237e+64 2.120095159000000e+09 1.042808850000000e+08 1.328253140000000e+09 1.552456152000000e+09 1.247193108000000e+09 1.105369485000000e+09 5.977978900000000e+07 6.710133510000000e+08 2.013275340000000e+09 8.572429180000000e+08 9.409562380000000e+08 6.892073760000000e+08 1.877388320000000e+08 7.142509670000000e+08 
2.489268352061615e+27 8.644350305678206e+45 8.343169770072786e+45 7.733038462070670e+45 4.100264194222698e+64 6.065088000000000e+07 1.270039433000000e+09 1.831462520000000e+09 1.259094718000000e+09 3.735365370000000e+08 7.432471500000000e+07 4.095386990000000e+08 1.285387258000000e+09 2.391341740000000e+08 7.426981710000000e+08 2.144958617000000e+09 1.600336540000000e+09 7.153096820000000e+08 1.017558540000000e+08 
8.176932690726690e+27 5.865884940557898e+46 3.489757034049537e+46 4.477454338296340e+46 4.074547887599709e+65 2.019962314000000e+09 1.752267209000000e+09 1.037304894000000e+09 8.134349040000000e+08 2.939909370000000e+08 1.225043726000000e+09 1.527685871000000e+09 2.012502369000000e+09 6.268341790000000e+08 1.915956543000000e+09 2.079513564000000e+09 5.266404950000000e+08 1.976607423000000e+09 1.202069349000000e+09 
6.183344839457890e+25 6.954788717470833e+43 2.691449605188428e+44 1.937358942719355e+44 9.283771008521627e+62 7.135094970000000e+08 5.240782570000000e+08 9.297171500000000e+07 7.109844660000000e+08 2.124414797000000e+09 8.082813970000000e+08 8.127403210000000e+08 7.580371810000000e+08 9.285635840000000e+08 1.420563600000000e+07 4.970290500000000e+08 1.108625559000000e+09 2.034167950000000e+09 1.018126110000000e+08 
2.445565533712162e+27 8.490739130042821e+45 7.266673992175203e+45 5.477633422969780e+45 3.166990777063819e+64 2.608222690000000e+08 1.850324711000000e+09 1.996277973000000e+09 1.928521850000000e+08 2.294815590000000e+08 1.825401748000000e+09 1.394921534000000e+09 4.401009260000000e+08 7.661365930000000e+08 8.230437730000000e+08 7.250450090000000e+08 1.164101370000000e+08 1.536553270000000e+09 1.249123266000000e+09 
2.531564162853144e+27 2.111228588726061e+46 7.709825889590380e+45 1.018796697746130e+46 1.202743961031474e+65 1.984091596000000e+09 1.946226833000000e+09 9.270000450000000e+08 3.336369980000000e+08 9.073687450000000e+08 8.136843470000000e+08 4.354496090000000e+08 9.058155500000000e+08 1.513803554000000e+09 8.312531570000000e+08 2.129306082000000e+09 1.594124984000000e+09 1.092075427000000e+09 1.832147146000000e+09 
7.900564188927560e+27 4.254641593494306e+46 4.436359542251518e+46 1.075200216574763e+46 2.464337713850407e+65 3.542459830000000e+08 1.886974002000000e+09 1.355409272000000e+09 1.079290993000000e+09 2.003384139000000e+09 7.444788940000000e+08 1.809306110000000e+08 6.528234300000000e+07 8.445329820000000e+08 1.406985027000000e+09 1.082945592000000e+09 1.757327392000000e+09 1.243592975000000e+09 8.816887780000000e+08 
1.802251635049821e+26 3.061365346631282e+44 2.537182023695014e+44 5.250392935749086e+44 1.203380136910815e+63 5.473894250000000e+08 7.168480430000000e+08 6.964490930000000e+08 5.292118600000000e+08 1.634893790000000e+08 1.788524520000000e+09 2.138753580000000e+08 1.606408688000000e+09 9.259684840000000e+08 1.280204150000000e+08 5.797624490000000e+08 1.458333983000000e+09 4.822663980000000e+08 3.192528030000000e+08 
9.272873579024832e+27 7.408933231183523e+45 4.656349025966491e+46 8.322437383803175e+45 1.236032100113262e+65 2.404356370000000e+08 1.077878360000000e+08 1.001989382000000e+09 1.323381229000000e+09 1.865115228000000e+09 9.809870900000000e+07 5.758635900000000e+07 2.544753690000000e+08 1.675328683000000e+09 1.846643882000000e+09 1.605003506000000e+09 1.540524619000000e+09 2.465496600000000e+08 1.743679010000000e+08 
3.340845082986642e+27 1.876457313013484e+46 1.281501207958616e+46 9.806264240539721e+45 9.166790774444517e+64 1.944265968000000e+09 6.564994200000000e+08 1.117657293000000e+09 3.765447690000000e+08 2.114833404000000e+09 1.599923691000000e+09 6.957975720000000e+08 6.336093630000000e+08 1.013997435000000e+09 8.709508660000000e+08 2.044347865000000e+09 6.090017900000000e+08 1.111386503000000e+09 4.652053000000000e+06 
5.353124216625621e+27 1.917631678969418e+46 1.368486500746277e+46 2.294170848301505e+46 1.009997713720581e+65 2.124242650000000e+09 1.236934917000000e+09 4.403067900000000e+07 1.581762509000000e+09 6.299758880000000e+08 2.905803390000000e+08 1.756130410000000e+09 7.194659520000000e+08 1.066341859000000e+09 2.093987691000000e+09 4.499968880000000e+08 2.055978737000000e+09 1.890770011000000e+09 1.106496308000000e+09 
7.127561113344718e+27 4.308126328658492e+46 3.816106966219826e+46 3.597211094909334e+46 3.231298320010842e+65 1.707455428000000e+09 1.492589860000000e+09 1.686579572000000e+09 1.604319645000000e+09 2.101591650000000e+09 6.504824270000000e+08 1.608971698000000e+09 1.565099174000000e+09 9.377665120000000e+08 1.331255331000000e+09 1.126705408000000e+09 1.282636957000000e+09 1.308014333000000e+09 2.161566770000000e+08 
9.071825308694275e+27 3.677401897319149e+46 4.017566867922299e+46 3.260264324320073e+46 2.220801787180093e+65 1.565598517000000e+09 5.361061860000000e+08 2.974440000000000e+08 2.015595405000000e+09 4.446012750000000e+08 4.073036300000000e+07 9.746080650000000e+08 1.470753657000000e+09 1.605614960000000e+08 2.048454130000000e+09 1.949346082000000e+09 9.761902020000000e+08 1.608425910000000e+09 1.294452295000000e+09 
4.524020002170942e+27 2.728738934033940e+46 2.892064148731627e+46 2.349142244831572e+46 2.357253116333358e+65 6.661758240000000e+08 2.103535066000000e+09 1.858005288000000e+09 1.792881232000000e+09 1.238688375000000e+09 1.018535973000000e+09 2.009037909000000e+09 4.178723630000000e+08 1.760829168000000e+09 7.076868260000000e+08 2.035120338000000e+09 2.111769125000000e+09 1.258016950000000e+08 4.237428760000000e+08 
