   2.8934985137231865E+026   7.6620820657834643E+044   7.3402455744876916E+044   1.0289113026985528E+045   3.7748862237633908E+063   751560807.00000000        1135307327.0000000        914441303.00000000        1450993132.0000000        503784988.00000000        17939598.000000000        2033097039.0000000        298085404.00000000        157410923.00000000        114060675.00000000        1608961867.0000000        361334916.00000000        1124812505.0000000        1746353024.0000000     
   1.9210792666337735E+027   8.6338877694399013E+045   5.7472120466465052E+045   3.2893937622634647E+045   3.0814599299454800E+064   2022258036.0000000        2137202436.0000000        2144810933.0000000        1497358668.0000000        194503341.00000000        1545178737.0000000        1818097247.0000000        180133196.00000000        506386008.00000000        642145360.00000000        533885334.00000000        199045297.00000000        1393706167.0000000        1669192661.0000000     
   9.8694945198718772E+026   1.1045925751829359E+045   4.0648491359909569E+045   2.9745116786382452E+045   1.3471228404013645E+064   323579405.00000000        1288837121.0000000        696889718.00000000        1932541272.0000000        1650172037.0000000        1821702223.0000000        1531410648.0000000        956253607.00000000        426656461.00000000        239632318.00000000        1698864793.0000000        379995430.00000000        114406706.00000000        1688583581.0000000     
   1.6739820894087265E+027   3.1709703303073856E+045   1.3068157310820436E+045   3.8608273968872238E+045   7.9656791276267446E+063   2063220118.0000000        281403814.00000000        1924524333.0000000        449621804.00000000        480449111.00000000        1170746852.0000000        2118814465.0000000        1593935711.0000000        1867962503.0000000        2144308466.0000000        577878261.00000000        303307897.00000000        320404223.00000000        1866715383.0000000     
   7.0022532020106698E+027   2.0640134841570254E+046   4.2497855928356658E+046   3.4796382142951978E+046   2.4584023425740311E+065   178173732.00000000        1101072652.0000000        1876504813.0000000        1877038525.0000000        1481068082.0000000        1990911519.0000000        1418138458.0000000        1858390798.0000000        1455193245.0000000        1153741732.0000000        1633408604.0000000        590088570.00000000        1069478202.0000000        1914812418.0000000     
   7.1688843051795547E+027   4.3435299897352847E+046   3.7768245180971669E+046   4.1966938671861964E+046   3.5391068865796832E+065   1841713592.0000000        1258354962.0000000        1487255643.0000000        272108205.00000000        1561662860.0000000        1807659866.0000000        2138823588.0000000        414376827.00000000        1913121714.0000000        1360743713.0000000        1088793018.0000000        1402510561.0000000        1538917445.0000000        42382022.000000000     
   1.4760145628096053E+027   2.8380150929620560E+045   2.9625400957269731E+045   4.5097031650459277E+045   1.2590795870179402E+064   1234357255.0000000        282669196.00000000        1692868864.0000000        720282211.00000000        872757766.00000000        614863418.00000000        487610981.00000000        1239887022.0000000        2133963425.0000000        735388862.00000000        630279481.00000000        1476910602.0000000        429618806.00000000        1888634444.0000000     
   3.6653443655608844E+026   2.0948960262076839E+045   1.7482161249965611E+045   9.3906348309430895E+044   1.1358672439943813E+064   1717190483.0000000        242496881.00000000        2053810665.0000000        658499853.00000000        1645007443.0000000        1445244462.0000000        700881875.00000000        629055522.00000000        566233136.00000000        76848332.000000000        1604015120.0000000        1105360268.0000000        1311205587.0000000        1886684316.0000000     
   3.5024024781761777E+027   1.9276016524323001E+046   8.8979921854515463E+045   4.6385044475533849E+045   6.7418693943795705E+064   1851845457.0000000        1252088680.0000000        1107003993.0000000        334641290.00000000        581515634.00000000        1536622799.0000000        75792086.000000000        1398198231.0000000        90866162.000000000        1378605742.0000000        1875057046.0000000        783933114.00000000        948312578.00000000        2117553928.0000000     
   1.6706289594357402E+028   2.5964783174763268E+046   1.3602537857003193E+047   8.1292232343848209E+046   7.7173032570285080E+065   96649597.000000000        554254081.00000000        237058991.00000000        1700664717.0000000        1659614349.0000000        1548264578.0000000        1439865386.0000000        162876185.00000000        1432268728.0000000        2051823821.0000000        1428485088.0000000        1803883859.0000000        1756185630.0000000        533090120.00000000     
